_key,season,home_team_name,away_team_name,half_time_score,full_time_score,full_time_result,home_GK_name,home_GK_assistence,home_GK_won_contest,home_GK_tackles,home_GK_goals,home_GK_red_card,home_GK_yellow_card,home_GK_touches,home_GK_lost,home_GK_rate,home_GK_fouls,home_GK_blocks,home_DC_name,home_DC_assistence,home_DC_won_contest,home_DC_tackles,home_DC_goals,home_DC_red_card,home_DC_yellow_card,home_DC_touches,home_DC_lost,home_DC_rate,home_DC_fouls,home_DC_blocks,home_DR_name,home_DR_assistence,home_DR_won_contest,home_DR_tackles,home_DR_goals,home_DR_red_card,home_DR_yellow_card,home_DR_touches,home_DR_lost,home_DR_rate,home_DR_fouls,home_DR_blocks,home_DL_name,home_DL_assistence,home_DL_won_contest,home_DL_tackles,home_DL_goals,home_DL_red_card,home_DL_yellow_card,home_DL_touches,home_DL_lost,home_DL_rate,home_DL_fouls,home_DL_blocks,home_DMC_name,home_DMC_assistence,home_DMC_won_contest,home_DMC_tackles,home_DMC_goals,home_DMC_red_card,home_DMC_yellow_card,home_DMC_touches,home_DMC_lost,home_DMC_rate,home_DMC_fouls,home_DMC_blocks,home_ML_name,home_ML_assistence,home_ML_won_contest,home_ML_tackles,home_ML_goals,home_ML_red_card,home_ML_yellow_card,home_ML_touches,home_ML_lost,home_ML_rate,home_ML_fouls,home_ML_blocks,home_MR_name,home_MR_assistence,home_MR_won_contest,home_MR_tackles,home_MR_goals,home_MR_red_card,home_MR_yellow_card,home_MR_touches,home_MR_lost,home_MR_rate,home_MR_fouls,home_MR_blocks,home_MC_name,home_MC_assistence,home_MC_won_contest,home_MC_tackles,home_MC_goals,home_MC_red_card,home_MC_yellow_card,home_MC_touches,home_MC_lost,home_MC_rate,home_MC_fouls,home_MC_blocks,home_FW_name,home_FW_assistence,home_FW_won_contest,home_FW_tackles,home_FW_goals,home_FW_red_card,home_FW_yellow_card,home_FW_touches,home_FW_lost,home_FW_rate,home_FW_fouls,home_FW_blocks,home_Sub_name,home_Sub_assistence,home_Sub_won_contest,home_Sub_tackles,home_Sub_goals,home_Sub_red_card,home_Sub_yellow_card,home_Sub_touches,home_Sub_lost,home_Sub_rate,home_Sub_fouls,home_Sub_blocks,home_AMC_name,home_AMC_assistence,home_AMC_won_contest,home_AMC_tackles,home_AMC_goals,home_AMC_red_card,home_AMC_yellow_card,home_AMC_touches,home_AMC_lost,home_AMC_rate,home_AMC_fouls,home_AMC_blocks,home_AMR_name,home_AMR_assistence,home_AMR_won_contest,home_AMR_tackles,home_AMR_goals,home_AMR_red_card,home_AMR_yellow_card,home_AMR_touches,home_AMR_lost,home_AMR_rate,home_AMR_fouls,home_AMR_blocks,home_AML_name,home_AML_assistence,home_AML_won_contest,home_AML_tackles,home_AML_goals,home_AML_red_card,home_AML_yellow_card,home_AML_touches,home_AML_lost,home_AML_rate,home_AML_fouls,home_AML_blocks,home_DMR_name,home_DMR_assistence,home_DMR_won_contest,home_DMR_tackles,home_DMR_goals,home_DMR_red_card,home_DMR_yellow_card,home_DMR_touches,home_DMR_lost,home_DMR_rate,home_DMR_fouls,home_DMR_blocks,home_DML_name,home_DML_assistence,home_DML_won_contest,home_DML_tackles,home_DML_goals,home_DML_red_card,home_DML_yellow_card,home_DML_touches,home_DML_lost,home_DML_rate,home_DML_fouls,home_DML_blocks,home_FWR_name,home_FWR_assistence,home_FWR_won_contest,home_FWR_tackles,home_FWR_goals,home_FWR_red_card,home_FWR_yellow_card,home_FWR_touches,home_FWR_lost,home_FWR_rate,home_FWR_fouls,home_FWR_blocks,home_FWL_name,home_FWL_assistence,home_FWL_won_contest,home_FWL_tackles,home_FWL_goals,home_FWL_red_card,home_FWL_yellow_card,home_FWL_touches,home_FWL_lost,home_FWL_rate,home_FWL_fouls,home_FWL_blocks
365,14-15,Aston Villa,Chelsea,0 : 1,1 : 2,A,Brad Guzan,,,,,,,28,,6.44,,3,Jores Okore,,,4,1,,1,61,1,8.14,,,Alan Hutton,,1,2,,,,76,2,6.79,,,Aly Cissokho,,,2,,,,54,,6.19,2,,,,,,,,,,,,,,Andreas Weimann,,,,,,,36,,6.03,,,Carles Gil,1,6,1,,,,86,,7.9,,,Tom Cleverley,,1,,,,1,49,1,5.87,,,Gabriel Agbonlahor,,,,,,,22,4,6.27,1,,Joe Cole,,,,,,,13,,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,14-15,Hull,Queens Park Rangers,1 : 1,2 : 1,H,Allan McGregor,,,,,,,27,,6.66,,2,Paul McShane,,1,1,,,,47,3,6.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jake Livermore,,,,,,,30,,6,3,,Dame NDoye,,,,1,,,39,2,7.16,4,,Andrew Robertson,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed El Mohamady,,1,3,,,,48,,7.44,1,,Robbie Brady,1,,5,,,,98,4,8.36,2,,,,,,,,,,,,,,,,,,,,,,,,,
367,14-15,Manchester United,Burnley,2 : 1,3 : 1,H,David de Gea,,,,,,,35,,6.68,,2,Jonny Evans,,,1,,,,82,,7.21,,,Paddy McNair,,,2,,,,85,3,7.35,1,,Marcos Rojo,,,3,,,,76,4,7.79,2,,Daley Blind,,,,,,,26,1,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,angel Di María,1,6,2,,,1,80,1,7.94,1,,Falcao,1,1,,,,1,30,8,6.74,2,,Víctor Valdés,,,,,,,,,0,,,Adnan Januzaj,,6,3,,,,51,3,7.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,14-15,Aston Villa,West Bromwich Albion,1 : 0,2 : 1,H,Brad Guzan,,,,,,,34,,6.07,,,Jores Okore,,,3,,,,57,,7.56,1,,Alan Hutton,,3,,,,1,95,1,6.87,3,,Matthew Lowton,,2,1,,,,71,2,7.61,,,Ashley Westwood,,,1,,,,80,1,6.73,1,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Cleverley,,,2,,,,55,1,6.35,1,,Gabriel Agbonlahor,,2,,1,,,28,3,7.94,3,,Andreas Weimann,,,,,,,3,,6.19,,,Charles NZogbia,,1,1,,,,37,3,6.94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,14-15,Burnley,West Bromwich Albion,2 : 1,2 : 2,D,Tom Heaton,,,,,,,26,,5.88,,2,Michael Keane,,,,,,,64,2,7.03,,,Kieran Trippier,,,1,,,,112,2,7.36,1,,Ben Mee,,1,3,,,,83,2,8.39,1,,,,,,,,,,,,,,Scott Arfield,,1,2,,,,54,1,6.56,1,,George Boyd,1,,4,,,,42,2,7.6,,,David Jones,,3,3,,,,86,,7.5,,,Danny Ings,1,1,,1,,,46,6,7.96,2,,Michael Duff,,,,,,,,,0,,,Ashley Barnes,,,,1,,,36,10,7.12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,14-15,Manchester City,Newcastle United,3 : 0,5 : 0,H,Joe Hart,,,,,,,23,,7.16,,1,Vincent Kompany,,,2,,,1,69,,7.18,1,,Pablo Zabaleta,,,6,,,,78,,7.77,2,,Aleksandar Kolarov,,1,4,,,,72,,8.2,,,,,,,,,,,,,,,David Silva,1,1,1,2,,,58,,9.99,,,Samir Nasri,1,2,2,1,,,68,,8.72,1,,Yaya Touré,,,2,,,1,134,,7.29,1,,Edin Dzeko,,,1,1,,1,44,1,8.61,1,,Wilfried Bony,,,,,,,14,,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,14-15,Southampton,West Ham,0 : 0,0 : 0,D,Fraser Forster,,,,,,,21,,6.5,,1,José Fonte,,,,,,1,57,3,6.75,3,,Nathaniel Clyne,,2,2,,,,81,,7.62,,,Maya Yoshida,,,1,,,,90,4,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Wanyama,,3,1,,,,87,2,7.8,2,,Graziano Pellè,,,,,,,39,8,6.87,3,,James Ward-Prowse,,,,,,,31,,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadio Mané,,3,3,,,1,38,,7.45,2,,Eljero Elia,,2,2,,,,33,,6.58,1,
372,14-15,Hull,Sunderland,1 : 0,1 : 1,D,Allan McGregor,,,,,,,22,,6.32,,2,Alex Bruce,,,1,,,,26,3,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jake Livermore,,2,1,,,,37,2,6.76,2,,Nikica Jelavic,,,,,,,14,6,6.22,1,,Stephen Quinn,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed El Mohamady,,2,1,,,,68,4,7.6,1,,Andrew Robertson,,,3,,,1,75,,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,
373,14-15,Everton,Liverpool,0 : 0,0 : 0,D,Joel Robles,,,,,,,34,,7.41,,6,John Stones,,1,1,,,,67,1,7.29,,,Seamus Coleman,,2,3,,,,82,,7.62,,,Bryan Oviedo,,,3,,,1,74,,6.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gareth Barry,,,1,,,,69,,6.75,1,,Steven Naismith,,,2,,,1,53,3,6.41,2,,Arouna Koné,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Mirallas,,,,,,,24,,6.13,1,,Romelu Lukaku,,,2,,,,40,2,6.06,2,
374,14-15,Southampton,Liverpool,0 : 1,0 : 2,A,Fraser Forster,,,,,,,31,,5.9,,2,Maya Yoshida,,,2,,,,85,,7.08,,,Nathaniel Clyne,,1,2,,,,65,,6.45,,,Matt Targett,,2,2,,,,95,,5.84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Davis,,,1,,,,47,,6.56,,,Graziano Pellè,,,,,,,30,8,6.05,,,Dusan Tadic,,,,,,,19,,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filip Djuricic,,1,,,,,38,,6.3,2,,Eljero Elia,,1,1,,,1,59,1,6.28,1,
375,14-15,Crystal Palace,Newcastle United,0 : 1,1 : 1,D,Julian Speroni,,,,,,,28,,5.92,,,Brede Hangeland,,1,,,,,66,2,7.14,,,Joel Ward,,,3,,,,73,,7.1,1,,Martin Kelly,,,4,,,,51,,6.93,1,,,,,,,,,,,,,,Wilfried Zaha,,3,3,,,,62,2,7.17,2,,Jason Puncheon,,1,2,,,,70,1,7.37,1,,James McArthur,,1,1,,,1,67,7,6.81,1,,Yaya Sanogo,,,,,,,15,1,6.06,,,Fraizer Campbell,,1,2,1,,,21,4,7.16,2,,Marouane Chamakh,,,4,,,,48,5,6.22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,14-15,Queens Park Rangers,Arsenal,0 : 0,1 : 2,A,Robert Green,,,,,,,48,,8.19,,7,Nedum Onuoha,,,1,,,,21,2,6.86,,,Darnell Furlong,,1,1,,,,59,1,6.42,,,Yun Suk-Young,,2,2,,,1,67,1,6.53,1,,,,,,,,,,,,,,David Junior Hoilett,,,1,,,,39,4,6.22,1,,Matt Phillips,1,4,,,,,68,6,7.18,,,Sandro,,,2,,,,40,,6.81,3,,Bobby Zamora,,,1,,,,35,15,6.31,2,,Mauricio Isla,,,1,,,,15,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,14-15,Sunderland,West Bromwich Albion,0 : 0,0 : 0,D,Costel Pantilimon,,,,,,,38,,6.74,,1,Wes Brown,,,5,,,,70,2,7.83,1,,Santiago Vergini,,2,2,,,,83,1,7.32,1,,Anthony Réveillere,,2,1,,,,75,1,7.12,,,,,,,,,,,,,,,Adam Johnson,,1,,,,,54,,6.6,,,Ricardo alvarez,,3,2,,,1,43,2,6.76,2,,Lee Cattermole,,,1,,,,66,1,6.39,2,,Jermain Defoe,,,,,,,25,1,6.17,,,Patrick van Aanholt,,,1,,,,4,1,6.19,1,,Danny Graham,,,,,,,28,1,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,14-15,Swansea,Manchester United,1 : 1,2 : 1,H,Lukasz Fabianski,,,,,,,47,,7.3,,2,Ashley Williams,,,,,,1,34,,6.89,1,,Kyle Naughton,,,3,,,,59,2,6.91,,,Neil Taylor,,,3,,,,52,4,6.88,1,,Ki Sung-yueng,,,,1,,,48,1,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bafétimbi Gomis,,,,1,,,37,11,7.66,,,Jefferson Montero,,1,1,,,,14,,6.16,1,,Jonjo Shelvey,2,3,2,,,1,60,,7.22,1,,Gylfi Sigurdsson,,,1,,,,35,,6.52,,,Wayne Routledge,,,1,,,,44,3,6.54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,14-15,Tottenham,West Ham,0 : 1,2 : 2,D,Hugo Lloris,,,,,,,44,,6.86,,3,Eric Dier,,,2,,,,57,5,6.82,1,,Kyle Walker,,1,4,,,,89,,6.8,1,,Danny Rose,,,4,1,,,66,3,8.24,,,Nabil Bentaleb,,,3,,,,91,,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Kane,,3,,1,,,54,3,7.71,,,Nacer Chadli,,,,,,,7,1,6.21,1,,Mousa Dembélé,,,2,,,,35,3,6.15,,,Andros Townsend,,1,4,,,,53,1,6.82,,,Erik Lamela,,2,4,,,,76,2,7.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,15-16,Arsenal,West Ham,0 : 1,0 : 2,A,Petr Cech,,,,,,,29,,5.04,,2,Per Mertesacker,,,3,,,,51,1,6.96,,,Mathieu Debuchy,,,,,,,53,1,6.24,1,,Nacho Monreal,,2,1,,,1,92,5,6.75,1,,Aaron Ramsey,,2,,,,,89,,6.96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olivier Giroud,,2,1,,,,43,2,6.78,2,,Gabriel Paulista,,,,,,,,,0,,,Mesut Özil,,,2,,,,91,2,6.67,3,,Alex Oxlade Chamberlain,,9,1,,,,74,2,7.43,,,Santi Cazorla,,3,2,,,,101,1,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,15-16,Bournemouth,Aston Villa,0 : 0,0 : 1,A,Artur Boruc,,,,,,,20,,6.56,,2,Steve Cook,,,1,,,1,65,3,6.87,1,,Simon Francis,,1,4,,,,108,2,7.06,,,Charlie Daniels,,1,1,,,,83,,6.64,,,,,,,,,,,,,,,Marc Pugh,,1,3,,,,38,1,6.75,1,,Matt Ritchie,,,1,,,,92,,6.34,1,,Dan Gosling,,,1,,,1,60,,5.86,3,,Callum Wilson,,,,,,,38,4,5.89,2,,Eunan OKane,,,,,,,11,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,15-16,Chelsea,Swansea,2 : 1,2 : 2,D,Thibaut Courtois,,,,,1,,14,,5.23,1,3,Gary Cahill,,1,,,,,48,2,7.28,2,,Branislav Ivanovic,,2,2,,,,60,2,6.97,1,,César Azpilicueta,,,3,,,,67,2,7.06,2,,Cesc Fàbregas,,1,,,,,65,,6.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Costa,,1,1,,,,55,4,6.62,1,,John Obi Mikel,,,,,,,,,0,,,Oscar,,1,1,1,,,50,2,7.42,,,Willian,,2,2,,,,55,3,6.67,,,Eden Hazard,,5,,,,,78,1,7.12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,15-16,Everton,Watford,0 : 1,2 : 2,D,Tim Howard,,,,,,,38,,6.44,,3,Phil Jagielka,,,,,,,87,2,7.17,,,Seamus Coleman,,3,1,,,1,87,,6.65,1,,Brendan Galloway,,,,,,,53,1,6.2,,,James McCarthy,,1,1,,,,84,,6.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romelu Lukaku,1,,,,,,33,9,7.01,1,,Leon Osman,,,,,,,,,0,,,Ross Barkley,,1,,1,,,64,3,7.69,1,,Kevin Mirallas,,,3,,,,53,3,6.42,,,Tom Cleverley,,,1,,,,64,2,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,15-16,Leicester,Sunderland,3 : 0,4 : 2,H,Kasper Schmeichel,,,,,,,36,,6.81,,3,Robert Huth,,,1,,,,31,2,6.47,,,Ritchie de Laet,,,5,,,,39,1,6.91,,,Jeffrey Schlupp,,1,2,,,1,57,,6.56,1,,,,,,,,,,,,,,Riyad Mahrez,,3,,2,,,51,,10,,,Marc Albrighton,2,,2,1,,,61,2,9.31,1,,Andy King,,,2,,,,50,3,7,2,,Shinji Okazaki,,1,2,,,,51,5,7.66,1,,Dean Hammond,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,15-16,Manchester United,Tottenham,1 : 0,1 : 0,H,Sergio Romero,,,,,,,48,,7.32,,4,Daley Blind,,,3,,,,69,1,7.1,1,,Matteo Darmian,,,3,,,,58,,7.14,,,Luke Shaw,,,2,,,,74,4,7.12,1,,Morgan Schneiderlin,,,4,,,,62,,7.15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne Rooney,,1,1,,,,46,1,6.76,,,Paddy McNair,,,,,,,,,0,,,Memphis Depay,,,,,,,40,1,6.37,,,Juan Mata,,,,,,1,59,1,6.75,1,,Ashley Young,,,1,,,,57,,6.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,15-16,Newcastle United,Southampton,1 : 1,2 : 2,D,Tim Krul,,,,,,,41,,6.38,,2,Fabricio Coloccini,,1,,,,,55,2,6.72,,,Daryl Janmaat,,1,2,,,,88,2,6.66,1,,Massadio Haidara,,1,2,,,,103,2,7.04,,,Jack Colback,,1,,,,1,73,,6.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Papiss Demba Cissé,,,2,1,,,37,2,7.56,,,Ayoze Pérez,,,,,,,,,0,,,Georginio Wijnaldum,,1,,1,,,38,1,7.27,2,,Moussa Sissoko,,3,1,,,,57,,6.95,,,Gabriel Obertan,1,,3,,,,61,2,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,15-16,Norwich,Crystal Palace,0 : 1,1 : 3,A,John Ruddy,,,,,,,38,,6.63,,4,Russell Martin,,,2,,,,67,,6.4,,,Steven Whittaker,,1,3,,,,74,1,6.62,,,Robbie Brady,,,3,,,,61,1,6.62,1,,Alexander Tettey,,,1,,,1,40,,5.98,3,,Bradley Johnson,,,4,,,,52,,6.17,3,,Jonny Howson,,,4,,,,58,2,6.63,,,Graham Dorrans,,,,,,,63,1,6.23,2,,Lewis Grabban,,,,,,,25,,6.12,,,Nathan Redmond,,,,1,,,15,,7.06,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,15-16,Stoke,Liverpool,0 : 0,0 : 1,A,Jack Butland,,,,,,,35,,6.52,,2,Marc Muniesa,,,5,,,,80,3,6.81,1,,Glen Johnson,,4,2,,,,68,1,7.03,,,Erik Pieters,,,3,,,,38,1,6.98,1,,Glenn Whelan,,,3,,,,71,1,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mame Biram Diouf,,,,,,,18,5,6.07,1,,Peter Odemwingie,,,1,,,,9,,6.09,,,Charlie Adam,,,2,,,1,60,1,6.34,1,,Jonathan Walters,,,,,,,29,6,6.52,,,Ibrahim Afellay,,1,,,,1,56,2,6.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,15-16,West Bromwich Albion,Manchester City,0 : 2,0 : 3,A,Boaz Myhill,,,,,,,24,,6.74,,4,Joleon Lescott,,,1,,,,49,1,6.66,,,James Chester,,1,3,,,1,46,,6,1,,Chris Brunt,,2,,,,,58,,6.16,,,,,,,,,,,,,,,James McClean,,,2,,,,20,,6.03,,,Craig Gardner,,,2,,,1,44,1,6.02,3,,James Morrison,,3,1,,,,61,1,6.66,1,,Rickie Lambert,,,,,,,38,5,6.1,1,,Callum McManaman,,,,,,,2,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,15-16,Aston Villa,Manchester United,0 : 1,0 : 1,A,Brad Guzan,,,1,,,,44,,6.36,,1,Micah Richards,,3,1,,,,78,,7,1,,Leandro Bacuna,,2,2,,,,68,,6.92,,,Jordan Amavi,,5,3,,,,80,,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Veretout,,,1,,,,40,,5.94,,,Gabriel Agbonlahor,,,,,,,17,3,5.97,3,,Libor Kozak,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Ayew,,,2,,,1,42,4,6.16,5,,Scott Sinclair,,2,1,,,,21,,6.44,,
391,15-16,Crystal Palace,Arsenal,1 : 1,1 : 2,A,Alex McCarthy,,,,,,,35,,7.04,,5,Scott Dann,,2,1,,,,51,2,6.84,,,Joel Ward,,,4,1,,,58,3,7.49,1,,Pape Souaré,,1,1,,,,69,,6.75,2,,,,,,,,,,,,,,Yannick Bolasie,,2,,,,,23,2,6.26,1,,Wilfried Zaha,,2,1,,,,44,,5.99,2,,Yohan Cabaye,,,4,,,,75,,7.42,3,,Connor Wickham,,,1,,,,39,7,6.48,3,,Wayne Hennessey,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,15-16,Liverpool,Bournemouth,1 : 0,1 : 0,H,Simon Mignolet,,,,,,,34,,7.02,,2,Dejan Lovren,,,2,,,,65,2,7.37,,,Nathaniel Clyne,,,4,,,,74,,7.36,1,,Joseph Gomez,,,,,,1,78,2,7,2,,James Milner,,,3,,,,70,2,6.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Benteke,,1,1,1,,,44,5,8.41,1,,Roberto Firmino,,1,2,,,,13,2,6.37,,,Adam Lallana,,4,5,,,,72,1,7.71,2,,Philippe Coutinho,,,,,,,66,,6.22,2,,Jordon Ibe,,3,,,,,30,,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,15-16,Manchester City,Chelsea,1 : 0,3 : 0,H,Joe Hart,,,,,,,32,1,7.72,,3,Vincent Kompany,,,1,1,,1,34,1,7.75,2,,Bacary Sagna,,,1,,,,53,4,7.16,,,Aleksandar Kolarov,,,1,,,,72,,8.17,,,Yaya Touré,1,3,2,,,1,82,1,8.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Agüero,,4,,1,,,36,2,8.41,2,,Kelechi Iheanacho,,,,,,,,,0,,,David Silva,2,3,2,,,,71,1,8.02,5,,Jesús Navas,,2,2,,,,42,3,7.01,,,Raheem Sterling,,2,1,,,,64,,6.91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,15-16,Southampton,Everton,0 : 2,0 : 3,A,Maarten Stekelenburg,,,,,,,20,,5.61,,1,Maya Yoshida,,,1,,,,62,3,6.8,1,,Cédric Soares,,1,5,,,,71,1,6.67,1,,Matt Targett,,,,,,1,43,2,6.03,1,,Victor Wanyama,,2,2,,,,79,2,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graziano Pellè,,1,,,,1,46,3,6.42,3,,Harrison Reed,,,,,,,,,0,,,Sadio Mané,,1,1,,,,66,2,6.42,,,Dusan Tadic,,,2,,,,29,1,6.34,1,,Shane Long,,,2,,,,33,1,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,15-16,Sunderland,Norwich,0 : 2,1 : 3,A,Costel Pantilimon,,,,,,,41,,6.19,,3,Younes Kaboul,,,5,,,,64,1,6.91,1,,Billy Jones,,1,,,,,63,2,6.14,,,Patrick van Aanholt,,,6,,,,70,1,6.58,,,,,,,,,,,,,,,Jeremain Lens,,2,4,,,1,53,,6.99,2,,Sebastian Larsson,,,,,,,27,1,5.75,,,Lee Cattermole,,1,1,,,,64,1,6.19,,,Jermain Defoe,,,1,,,,31,,6.28,,,Liam Bridcutt,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,15-16,Swansea,Newcastle United,1 : 0,2 : 0,H,Lukasz Fabianski,,,,,,,31,,7.29,,2,Ashley Williams,,,3,,,,116,,7.56,,,Kyle Naughton,,2,3,,,1,91,1,7.84,1,,Neil Taylor,,,4,,,,76,1,7.54,1,,Jonjo Shelvey,1,1,2,,,,104,,8.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bafétimbi Gomis,,2,,1,,,35,,7.45,2,,Kristoffer Nordfeldt,,,,,,,,,0,,,Gylfi Sigurdsson,,,4,,,,59,,7.43,,,André Ayew,,,1,1,,1,40,1,7.32,2,,Jefferson Montero,1,1,2,,,,50,1,8.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
